route_id,number_of_stops,number_of_packages,total_planned_service_time_seconds,average_stop_latitude,average_stop_longitude,geographic_spread_km,average_package_volume_cm3,vehicle_capacity_cm3,route_score
RouteID_5b4e2125-7a25-47aa-b883-3675022011c5,125,188,15777.599999999995,47.584843967999994,-122.05075881599998,0.9228382846198134,11473.219691489363,3313071.0,Medium
RouteID_0ea2374b-9211-4dc0-8797-b6f0e0ef6f2a,156,217,17319.6,47.326819993589744,-122.33791624358975,0.9221753180618762,9461.830341013825,3313071.0,Medium
RouteID_fa4be18d-2db3-4d1c-864b-68476e16b47a,148,202,11197.600000000008,34.15002885810811,-117.5831305810811,1.0220120705502957,9468.785287128712,3313071.0,Medium
RouteID_9febbff8-6e07-4e17-8fac-705b777a1c1c,98,209,18461.80000000002,47.67249046938777,-122.29452942857144,0.41916511232854364,10132.649014354069,4247527.0,High
RouteID_b8f7dfa5-9902-4d30-b52b-d8fb4a2e09c8,122,228,12072.50000000001,47.68171103278688,-122.27403387704918,0.6882153354537613,9847.106543859649,4247527.0,High
RouteID_2c8de355-2af1-429a-9713-4c8ef6684837,178,293,17982.699999999993,47.444990634831456,-122.12245388202247,1.0406596789848808,10536.231672354948,3313071.0,High
RouteID_83d3df50-8ac7-49f6-83e1-b38403dec5c5,183,283,14392.69999999999,34.235831677595634,-118.82497881420764,2.464451658207482,11509.00745583039,3313071.0,Medium
RouteID_1c06cf4d-9283-4bc3-9d85-1c647e4ad0b1,159,274,17389.399999999998,33.62532273584906,-117.65849698113207,0.7731045191761174,10270.272105839416,3313071.0,Medium
RouteID_bd80c28f-cce8-4204-8014-5807c3bb544e,100,225,20464.90000000002,47.587539480000004,-122.29598245,0.6147064367616074,12099.154257777778,3313071.0,High
RouteID_65186a23-6846-40b5-93ef-efa494b67c75,165,269,16630.599999999984,33.997924533333325,-117.65969670303029,0.9602812912435986,10020.831401486988,3313071.0,Medium
RouteID_d79263ec-054c-43cf-a287-ff4b87e61093,175,252,13116.49999999999,33.855508611428576,-117.60110253142858,0.9158766410626634,9682.67459126984,3313071.0,Medium
RouteID_d43a62bc-af7c-48e1-91f4-7ef8b80d67fb,144,239,18197.999999999985,42.34907455555555,-71.23007779861112,1.4189868134909214,11761.181029288702,4247527.0,High
RouteID_7d8eb7d9-3719-478f-b62e-0d9b41e754b1,179,281,16407.400000000016,42.07315732402234,-87.9850349329609,0.9928156795349422,12338.254640569394,4247527.0,Medium
RouteID_c792a5cb-93e2-48aa-8cdb-4a6c61213032,153,204,11332.8,42.26075055555556,-71.47083333333333,1.597074387776261,12262.39937745098,4247527.0,High
RouteID_427573e2-0faf-4139-abb8-21426b741772,192,264,14022.699999999997,42.10487868229166,-88.06704018750001,1.131754491799931,11302.746087121212,4247527.0,Medium
RouteID_f1ccc89d-28cd-47ae-af02-7d5720d642f6,88,163,15159.800000000008,34.13873126136364,-118.66856175,1.0601360132425388,13526.979650306746,3313071.0,Medium
RouteID_18cdb5c9-0e9e-4dec-a774-e6052381c803,145,277,15031.40000000001,33.59700448275862,-117.74097328965516,0.7625095593059866,10744.014480144404,4247527.0,High
RouteID_0f6698fc-5c29-4f27-86a3-e6a22c8051ca,143,276,18310.100000000006,33.77011297202798,-118.11476941258745,0.9402287952735402,9937.115692028985,3313071.0,High
RouteID_e2b2ca7d-fe54-412f-9082-21fce716f2f2,204,275,18624.200000000004,41.72556423039216,-88.11892252450978,1.4643277656910896,10455.303909090908,4247527.0,High
RouteID_4e64eea8-784f-4486-90ba-572700a16933,117,210,17214.899999999983,47.24408693162394,-122.45313615384615,0.7168215121414011,9362.436723809524,4247527.0,Medium
RouteID_6365c696-1805-4140-ab13-960962175726,152,209,16972.699999999997,34.030149361842106,-117.87715574342106,1.0251869163597915,13006.70551674641,3313071.0,High
RouteID_1cbd09cc-61a3-4299-8220-a911afacbc74,181,252,16753.09999999999,47.434010259668504,-122.33957579005525,1.0803907103690857,10324.280519841268,3313071.0,Medium
RouteID_50797270-cb23-4f82-8782-fd0a7c05dddc,179,251,10211.500000000004,34.130029726256986,-117.6430183631285,1.5578164066319191,10082.228677290837,3313071.0,Medium
RouteID_24ad2458-3a01-4adf-852e-421b81dc340e,195,297,12629.100000000006,47.817357358974355,-122.22610723589743,0.9958308034816634,9441.56668013468,3313071.0,Medium
RouteID_8473609b-c65e-4497-9d1b-6a69c5dbb314,139,246,8358.800000000005,42.07873961151079,-88.04709186330935,1.048966333443495,10783.885715447153,4247527.0,Medium
RouteID_60213f3a-0b5f-46f2-b15d-7877cd7b263d,163,252,16300.200000000006,42.11726821472392,-88.01034586503067,0.9659733894303366,13111.983682539681,4247527.0,Medium
RouteID_9ddabf0d-92e7-45ba-a225-8766d6a6d979,166,237,15101.800000000007,34.03186045783132,-117.72778502409638,1.4285760892563595,10451.529312236285,3313071.0,High
RouteID_da0dfec9-0486-488c-a5f1-b790e26ef4b4,188,265,18256.600000000006,41.762054260638294,-88.09917772340427,1.4251914874640295,14577.578381132074,4247527.0,Medium
RouteID_7edc87bc-0ae8-4504-8dd2-b7b6d76c1689,149,254,18159.999999999985,41.78825908053692,-87.93867290604027,1.1372032411748145,10705.507767716535,3313071.0,Medium
RouteID_37edd3c9-f472-450f-a2ac-2e770920fbfa,66,209,24235.299999999974,34.06647330303031,-118.45930254545455,0.4386821563620463,10370.21772248804,3313071.0,High
RouteID_810bc542-93f4-46b4-a32d-2d36f39e2901,152,226,19451.9,33.82869214473684,-117.81207830263159,0.9080321771563198,11288.820194690265,3313071.0,Medium
RouteID_7b73f846-9017-4b78-ab33-435ca8fd6961,155,233,15666.700000000013,42.4078600516129,-87.90663752903227,2.5212888182513207,11288.220884120172,4247527.0,Medium
RouteID_4848e48f-2d39-4306-a83b-d866172a9a6a,130,222,15278.50000000001,34.15553996923077,-118.60732492307692,2.1438595444041266,14352.726387387385,3313071.0,Medium
RouteID_e5df9458-6dbd-4126-8fce-306d49d377f1,139,265,20986.700000000015,33.41547511510791,-117.60991305755397,0.6031277373577079,10403.61659245283,3313071.0,High
RouteID_5c254029-6aa3-47f9-885b-1fc0d5e19c31,163,274,13431.599999999995,34.12885614723926,-117.54037551533742,0.9308261653965668,11324.066211678832,3313071.0,High
RouteID_f0fcfb07-8650-4439-a3b5-4550b021980c,144,255,14452.200000000012,33.630746861111106,-117.70729065277777,0.7993291085145418,12936.953003921568,4247527.0,High
RouteID_eab2f503-0f54-4571-bb4a-402b71472c0c,162,263,18184.199999999997,33.96950599382716,-117.56344589506172,0.8118609264630552,9017.327315589353,3313071.0,High
RouteID_de45d589-c1a3-40c8-9618-f2fec5f58556,150,290,13401.399999999992,34.10195888,-118.27837076666663,0.6121402700691101,11076.354613793103,3313071.0,High
RouteID_1978b59e-63bf-4965-99e6-2885c88b2d00,153,221,13829.0,47.906634496732025,-122.30807890849674,0.9517851268494106,11561.333687782804,3313071.0,High
RouteID_d15b4c3f-319f-40da-a9e5-2e0fdc4b7fca,121,269,16637.4,34.016168371900825,-118.43225389256199,0.600402952289396,11538.182535315986,3313071.0,Medium
RouteID_d9c68012-00f1-4711-abbe-7a1ebf1c3899,149,205,17289.9,47.36374459060403,-122.19479164429534,1.4769094468434005,11931.234512195122,3313071.0,Medium
RouteID_3abb8cde-e4a3-4fa9-80d5-d711d2006afe,123,260,12000.999999999985,33.69258077235772,-117.74259853658536,1.272113372917061,11186.472673076922,4247527.0,High
RouteID_b84132b5-928f-426d-a93f-c1f51fe8a2e8,146,228,16235.900000000005,47.440788041095885,-122.12278631506851,1.0167057645748938,14038.721894736844,3313071.0,High
RouteID_fa07d962-0b8a-44a4-a0c2-9c09f6766e0c,167,263,13292.39999999999,47.68738090419162,-122.19412000598801,0.7496720567052717,9144.240790874524,3313071.0,High
RouteID_54c96270-28dc-456b-9a33-6e1650a8317d,158,213,14101.200000000004,42.06083693670885,-71.2477345886076,2.294337428495003,11861.060802816899,4247527.0,Medium
RouteID_384bafad-5604-4bd9-9bad-fcf240635cd2,175,260,15954.800000000007,33.84223849142857,-117.58691538285716,1.060165262579791,11179.61075769231,3313071.0,High
RouteID_a0e771bd-a39b-4f2a-80eb-97942deb8251,172,228,14435.699999999997,42.003464895348834,-71.24707399418605,2.6133359639390745,11417.107719298243,4247527.0,Medium
RouteID_844b64be-251f-4882-b18a-23a5507aa378,176,279,11590.499999999996,42.064333539772726,-87.97951572159091,1.2583240762135621,12035.256315412185,4247527.0,Medium
RouteID_5cd92188-c7a1-4964-a84d-58bd85596502,142,215,17237.599999999984,47.44573842957747,-122.20937561971832,1.2628589660582075,13010.697013953488,3313071.0,High
RouteID_db67fcf2-0ac1-4a1d-9a5e-047eeee6e761,146,227,18447.399999999998,34.108941335616436,-117.79650178767122,0.8581887878547398,8844.524607929516,3313071.0,Medium
RouteID_ec27f767-b382-4b10-986f-dbcee9759a03,174,229,16415.200000000008,42.44711622413793,-87.86581981034482,1.9639924609827124,12521.965746724889,4247527.0,High
RouteID_bfed049b-af16-4a81-99aa-28b1dedce5f3,134,276,22337.5,34.03807244029851,-118.39042579850747,0.5843650637422204,10792.541760869566,3313071.0,High
RouteID_4b4d8e72-7e4d-4a97-94c3-1c2b653c8503,114,183,17988.8,47.21116299999999,-122.5457506754386,0.7715703411608451,12216.765409836065,4247527.0,High
RouteID_eaffb2c8-c18e-4c97-a03c-90a231690f0a,189,281,17522.199999999997,47.8367894126984,-122.20518673015873,0.9500752766603728,11383.140039145906,3313071.0,Medium
RouteID_706decfb-7c3a-4b94-828e-b9116a474e2f,132,181,16655.399999999987,47.215695515151516,-122.55907825757575,0.803187765207809,12317.393790055248,4247527.0,High
RouteID_13f2e810-115c-4553-ae4c-fe694e794433,122,174,17134.8,47.21313043442623,-122.56014775409837,0.776468419500571,10324.921505747127,4247527.0,Medium
RouteID_4eaa5670-c2e9-44e9-bffa-09e24592c22d,181,293,18787.799999999985,33.82673046408839,-118.36235862430938,0.8696531460510243,10252.106467576792,3313071.0,Medium
RouteID_0aa7e7aa-97d6-4614-882e-4e24f0790a0e,164,231,13807.599999999988,41.76191409146341,-71.35020035365854,0.9518723835786602,12865.116766233767,4247527.0,Medium
RouteID_6cee0ebf-fc14-4e87-950f-9131f41d2c85,194,292,19986.300000000014,47.43562717525773,-122.1597859742268,1.1913653792155758,10646.20810958904,3313071.0,Medium
RouteID_8b88be80-cb9a-46a2-95fb-8446b58480c4,179,269,15751.200000000006,41.78871049162011,-87.8986174301676,1.6039086820530597,10487.510810408921,3313071.0,Medium
RouteID_5c41535e-faa9-4225-a030-c0221910e81d,72,219,13926.299999999996,33.98391848611111,-118.46702099999999,0.2997371903341264,13747.226552511416,3313071.0,High
RouteID_179181f0-41a6-49cd-a263-c72efd0b0b3b,162,230,15632.999999999995,42.18501824074074,-88.0592526419753,1.9023483475787784,12198.220373913042,4247527.0,Medium
RouteID_4895db7d-cd33-40e5-a1b1-e6259fc02528,133,290,21973.000000000004,33.880981669172925,-118.40186686466164,0.8064371671432102,10947.360186206895,3313071.0,High
RouteID_c3d7ed5a-9905-482b-b9fc-b8f2dcdc7ea5,194,284,17756.399999999994,33.75629434020618,-117.88782283505157,1.087827311723139,9882.911862676057,3313071.0,High
RouteID_f69917e2-b7c9-40de-b0a9-2b79071319e0,160,269,16945.5,33.6979461625,-117.9840593625,0.7248170159476279,11401.832918215614,3313071.0,Medium
RouteID_6c9200d4-7353-4245-a4e1-cc6ca0573164,132,223,18576.19999999998,41.966286000000004,-87.72556396212121,0.7730600582952757,10924.726331838565,3313071.0,High
RouteID_490bc1a9-1899-41f2-b05f-e88a2bc18570,169,227,12426.8,42.310135532544386,-71.33345994674556,1.3444267340525933,10729.768973568282,4247527.0,High
RouteID_e0efee22-3f62-4b52-94e6-497d9cf40cbe,188,282,15459.200000000008,42.289884691489355,-71.24911708510638,0.9352418986598707,14873.06624822695,4247527.0,High
RouteID_ac838929-a378-4614-86e7-467e5f310571,166,255,16228.699999999993,33.87099539156627,-118.18801639759039,1.5191452306798976,9889.103662745098,3313071.0,Medium
RouteID_8a205059-abac-4869-b8e8-75880d60e2e6,169,222,15197.700000000003,42.26109979289941,-71.35021277514794,2.226267632666862,12216.213162162161,4247527.0,Medium
RouteID_dc591c50-1e38-46c2-9a01-e4bc9dcfe60f,180,268,14096.400000000001,33.83900175555556,-118.00690802777778,0.9865865978168737,9070.900175373135,3313071.0,Medium
RouteID_9face60f-ed2d-42bf-9a48-215ce09d17de,207,271,10563.000000000004,41.832212855072456,-88.36170061352657,2.5455422785807604,11288.671756457565,3313071.0,Medium
RouteID_31e2e8f4-23b4-40c9-898a-2e5e9afddb55,60,180,19596.49999999998,42.34847136666667,-71.07147323333334,0.3959226245937208,10782.555555555555,4247527.0,High
RouteID_5b6069c5-1b9f-46a6-b1f1-0e4e6dea6a6d,179,242,15690.0,34.12180411731843,-117.38209369832403,1.5126787597639406,9985.584789256196,3313071.0,High
RouteID_559b59f7-ca9e-46b3-ab04-28c7c2007740,169,219,15884.099999999991,42.16667986390532,-71.24508886390532,1.5482038965777862,11708.022881278539,4247527.0,High
RouteID_ff709338-da35-4864-ab32-6bcd8b75f953,192,299,11748.500000000002,33.73383838541667,-117.43866752083333,2.0035796628028,10702.39543478261,3313071.0,High
RouteID_c1d7e46f-9f83-46e3-abc6-33964a56f25a,131,222,10368.600000000002,33.63719699999999,-117.86800467938932,0.66232818860713,11707.534193693697,3313071.0,Medium
RouteID_b9bd35bd-444f-48fb-8345-5e8f74d241c6,213,285,15839.100000000006,41.72636157276996,-87.69260305164318,1.8076100500223304,10234.57565614035,4247527.0,Medium
RouteID_5adcf2b9-f7e2-4db7-b0e0-ef1231ea1bb6,118,215,11044.299999999996,34.12278475423729,-118.36043566949152,0.9408720842878742,12350.855948837214,3313071.0,High
RouteID_c973a5df-ac04-48dd-a5ed-1c1bac092dba,141,194,11687.599999999999,30.26834197872341,-97.61368736170212,4.028658608409324,9762.153850515464,4247527.0,High
RouteID_94c047d2-6bad-4042-8ca8-d687b563e82f,157,232,18322.1,34.151945515923565,-117.53249931210192,0.8622561078067115,10751.893245689655,3313071.0,High
RouteID_c91485bf-fd08-41a4-821c-52c0cfdac40c,104,236,18589.29999999999,41.967551365384615,-87.70433768269231,0.45140091647629854,11631.787419491524,3313071.0,High
RouteID_8b1bd51a-db57-4e97-9301-5ccd6250d9b1,147,230,17850.399999999994,34.06194370068028,-117.12267817006803,1.618542984153528,10734.473717391305,3313071.0,Medium
RouteID_7dc5167c-6cc3-4852-9273-6aebad858c23,129,232,19167.4,34.17136424806201,-118.44115692248062,0.5463086210301803,10522.520797413794,3313071.0,High
RouteID_4b35ee2e-75b7-4286-97cd-0a559e3b230c,149,238,13347.599999999997,33.89377596644296,-117.79247144295303,0.9078843739984033,12831.139142857144,3313071.0,Medium
RouteID_30d661ec-021c-4471-b4b6-6a145e3d5a8e,148,257,14580.800000000016,33.714523412162166,-117.98452539189188,0.7852540348915492,8878.465322957198,3313071.0,Medium
RouteID_af5bc3c7-79aa-4573-8d6e-bd2f658efce2,192,258,13735.000000000004,42.00327277604166,-88.06679002083335,1.6742538929253226,8982.856581395348,4247527.0,High
RouteID_aac23a01-8ec0-4b1e-ba40-ce249b0d7068,122,265,13201.099999999988,42.35371717213114,-71.16970509016393,0.5327009498585539,12002.179683018867,3313071.0,High
RouteID_20e05455-9fd9-46a2-a16d-74fbd4a9e32e,164,258,10842.000000000004,33.6406766402439,-117.65667053658537,1.0860912111937195,11145.977507751939,3313071.0,Medium
RouteID_10024d74-e0b7-40d3-86b1-996ece1d15fc,92,178,17494.4,42.25263480434783,-71.8145961521739,1.0745208389260426,9267.169174157303,3313071.0,Medium
RouteID_27e7a3e3-8200-4625-9413-73d5ae9e75d5,143,281,14874.499999999998,33.79180886013986,-117.77085476923075,0.7793613631569877,11133.102676156583,3313071.0,Medium
RouteID_34c6f9ec-7801-4c31-a828-badcf539b5a3,152,263,16269.7,47.35540284868421,-122.02146274342105,0.9780550527861891,12083.1869391635,3313071.0,Medium
RouteID_d70b1269-825c-416f-9976-d5ec8a534f1f,139,232,15920.400000000001,33.59714969784172,-117.74329794964028,0.76122541757676,10195.031422413793,4247527.0,High
RouteID_3705a456-1cd9-49de-9651-bed8bf6ae7e9,118,220,10355.5,42.04148463559322,-87.87101196610169,1.240259289306605,11008.677181818184,4247527.0,High
RouteID_e9939a49-8f0d-439f-80d9-1840dc1376ca,165,240,13136.200000000003,42.22508795151516,-71.6843258909091,2.1526528669295706,12827.569412499999,3313071.0,Medium
RouteID_92b6416c-948f-4ee6-ac45-d9a4ebc0daf2,143,272,17518.699999999983,42.27142006293706,-71.01466691608393,0.5492656044346099,11859.525209558822,3313071.0,High
RouteID_cca2384e-555e-49de-ae11-f83ec059eff7,176,263,15399.3,34.12884675568182,-117.5438915625,1.069507197264381,10236.529292775665,3313071.0,Medium
RouteID_16d09eb9-d328-47b6-ae81-9dc0f19737ba,147,241,19251.19999999999,33.83024759183673,-117.89817904081632,0.748569947897873,10522.324763485478,3313071.0,High
RouteID_86235826-5f33-4c53-ad84-d3cea65dc36d,162,227,13783.79999999999,42.11426438271605,-88.1044581728395,1.6383313938519273,15036.415140969162,4247527.0,Medium
RouteID_84e80daf-e931-443f-a83d-83d52d0d4d91,186,265,14404.300000000005,42.12582252150538,-71.66132197311828,1.58404968123422,12698.241120754716,4247527.0,Medium
RouteID_cc891bcc-8a62-49ce-a999-a790db05965f,207,273,13375.000000000004,42.00058920772947,-88.16960769565218,1.5401222818048501,8024.606556776556,4247527.0,Medium
RouteID_a2fba985-1839-440a-a790-4bf5a2256c29,204,275,13517.699999999995,42.147678269607844,-71.0466150245098,1.9478594447997433,11385.072407272726,4247527.0,Low
RouteID_b6655a1f-a838-46d2-9d6a-8c48b1ebe11d,106,251,17749.2,47.686192235849056,-122.32275250943397,0.5644620872483783,12348.354812749005,4247527.0,High
RouteID_57337783-1c1d-4917-b828-6bee33d858f2,66,268,11557.899999999994,41.9313781969697,-87.66697186363636,0.4389553077488528,10646.845514925373,3313071.0,High
RouteID_be4a5318-30b0-4446-aed2-0660df6853e6,163,220,11829.3,42.257355226993866,-71.64886534969325,2.1597991912810883,11545.80672727273,3313071.0,Medium
RouteID_038fd948-9740-446a-b3ee-6f2b0f4ce1b1,195,271,16660.800000000003,33.733579261538466,-117.87409117435898,1.111898572341047,11478.640944649449,3313071.0,High
RouteID_e97b9afc-7b6d-4139-8d09-be696884e30c,143,285,17875.800000000014,33.773997510489515,-118.13025325874126,0.8960331230208401,10728.0686877193,3313071.0,High
RouteID_f74910b0-13b8-4c55-8cd9-925c740ee281,160,216,13859.50000000001,42.0668816875,-71.32140206874999,2.222129138351088,13743.366097222224,4247527.0,High
